stable_id	display_label
ENSDART00000035325	NM_001246320.1
ENSDART00000009775	NM_199925.1
ENSDART00000140786	NM_001118896.2
ENSDART00000112447	NM_001110837.1
ENSDART00000098138	NM_001077753.1
ENSDART00000082087	NM_001020590.1
ENSDART00000061716	NM_001009886.2
ENSDART00000158784	NM_001001595.1
ENSDART00000067155	NM_001020792.1
ENSDART00000065288	NM_001082946.1
ENSDART00000090816	NM_001080806.1
ENSDART00000098041	NM_001076618.1
ENSDART00000024194	NM_173261.1
ENSDART00000041702	NM_001122943.1
ENSDART00000047902	NM_201993.1
ENSDART00000020296	NM_131361.1
ENSDART00000045549	NM_001003510.1
ENSDART00000074256	NM_001077579.1
ENSDART00000123074	NM_001199724.1
ENSDART00000102554	NM_001256393.1
ENSDART00000052419	NM_001077307.1
ENSDART00000097822	NM_131838.2
ENSDART00000136361	NM_212999.3
ENSDART00000141125	NM_001082897.1
ENSDART00000134492	NM_001256684.1
ENSDART00000025612	NM_001007445.1
ENSDART00000141103	NM_001123058.1
ENSDART00000111707	NM_001002652.1
ENSDART00000112209	NM_001089355.1
ENSDART00000104008	NM_001044814.2
ENSDART00000165572	NM_001089327.1
ENSDART00000016607	NM_001017821.2
ENSDART00000158677	NM_001077280.1
ENSDART00000136842	NM_001326483.1
ENSDART00000143300	NM_213366.2
ENSDART00000039828	NM_001128681.1
ENSDART00000142766	NM_001017733.1
ENSDART00000104768	NM_001256210.1
ENSDART00000152222	NM_001045128.1
ENSDART00000039157	NM_001012247.2
ENSDART00000123211	NM_001045280.1
ENSDART00000010236	NM_001145598.1
ENSDART00000013835	NM_001044350.2
ENSDART00000039277	NM_001003444.1
ENSDART00000061302	NM_200672.1
ENSDART00000030141	NM_212988.1
ENSDART00000136439	NM_212560.1
ENSDART00000061739	NM_001105607.1
ENSDART00000061739	NM_200323.2
ENSDART00000081620	NM_194409.1
ENSDART00000066703	NM_001080583.1
ENSDART00000092741	NM_001045437.1
ENSDART00000128551	NM_001256764.1
ENSDART00000125412	NM_200595.1
ENSDART00000014956	NM_001005959.1
ENSDART00000167952	NM_198921.1
ENSDART00000023833	NM_212711.2
ENSDART00000170993	NM_001017677.1
ENSDART00000061070	NM_152978.1
ENSDART00000126617	NM_199960.1
ENSDART00000105387	NM_001076628.1
ENSDART00000140349	NM_001100107.1
ENSDART00000045574	NM_001003631.1
ENSDART00000168276	NM_198921.1
ENSDART00000109452	NM_001045158.1
ENSDART00000036729	NM_198062.1
ENSDART00000058793	NM_001037704.2
ENSDART00000135934	NM_001328587.1
ENSDART00000166531	NM_001012486.1
ENSDART00000079158	NM_200689.1
ENSDART00000053776	NM_001012249.2
ENSDART00000049900	NM_201576.1
ENSDART00000098545	NM_001045410.1
ENSDART00000002166	NM_212818.2
ENSDART00000086405	NM_001082853.1
ENSDART00000111877	NM_001327745.1
ENSDART00000147278	NM_201308.1
ENSDART00000023054	NM_001006016.1
ENSDART00000093279	NM_001328368.1
ENSDART00000093279	NM_001328369.1
ENSDART00000003825	NM_001002459.2
ENSDART00000141657	NM_181764.3
ENSDART00000086867	NM_001123250.1
ENSDART00000077751	NM_212907.1
ENSDART00000051549	NM_001271820.1
ENSDART00000051549	NM_131327.2
ENSDART00000062185	NM_001002524.1
ENSDART00000006870	NM_153657.1
ENSDART00000132581	NM_200897.1
ENSDART00000170548	NM_001030129.2
ENSDART00000166930	NM_173275.1
ENSDART00000040086	NM_001020538.1
ENSDART00000166501	NM_001003595.2
ENSDART00000138914	NM_001005307.1
ENSDART00000003748	NM_001017774.1
ENSDART00000103650	NM_131842.2
ENSDART00000169828	NM_200705.1
ENSDART00000134830	NM_001328357.1
ENSDART00000064327	NM_001099428.1
ENSDART00000173446	NM_001245963.1
ENSDART00000173446	NM_001089564.1
ENSDART00000040555	NM_001004543.1
ENSDART00000105873	NM_131787.1
ENSDART00000158855	NM_001256212.1
ENSDART00000147662	NM_001126449.1
ENSDART00000083063	NM_213237.1
ENSDART00000167233	NM_178301.1
ENSDART00000105677	NM_001077331.1
ENSDART00000132125	NM_213010.2
ENSDART00000081094	NM_001007415.1
ENSDART00000051745	NM_001024098.2
ENSDART00000165870	NM_001258410.1
ENSDART00000089120	NM_001080015.1
ENSDART00000032996	NM_200079.1
ENSDART00000145226	NM_001089407.1
ENSDART00000027443	NM_001123233.1
ENSDART00000008893	NM_001081689.1
ENSDART00000044043	NM_200915.1
ENSDART00000144138	NM_131880.3
ENSDART00000161351	NM_001326289.1
ENSDART00000103236	NM_001145614.1
ENSDART00000081359	NM_001020746.1
ENSDART00000097531	NM_001161487.3
ENSDART00000159903	NM_173275.1
ENSDART00000166230	NM_194392.1
ENSDART00000101861	NM_199994.2
ENSDART00000169961	NM_001002191.1
ENSDART00000023709	NM_001270540.1
ENSDART00000091695	NM_001083084.1
ENSDART00000149795	NM_001256191.1
ENSDART00000109055	NM_001114891.1
ENSDART00000167153	NM_001002476.1
ENSDART00000005784	NM_001037409.1
ENSDART00000172861	NM_001076749.1
ENSDART00000152369	NM_001326694.1
ENSDART00000166649	NM_200988.1
ENSDART00000143895	NM_001145621.1
ENSDART00000062523	NM_131157.1
ENSDART00000165568	NM_001302250.1
ENSDART00000044097	NM_001098187.1
ENSDART00000169892	NM_200988.1
ENSDART00000060124	NM_131593.1
ENSDART00000112433	NM_001077333.1
ENSDART00000143807	NM_001017904.1
ENSDART00000057619	NM_001045279.1
ENSDART00000087293	NM_001195196.1
ENSDART00000008215	NM_001004579.1
ENSDART00000148020	NM_001040010.3
ENSDART00000131316	NM_001327935.1
ENSDART00000165908	NM_001100955.1
ENSDART00000062787	NM_200525.2
ENSDART00000172603	NM_001128279.1
ENSDART00000053838	NM_001045257.1
ENSDART00000005033	NM_001003468.2
ENSDART00000164436	NM_001282018.1
ENSDART00000164436	NM_001282020.1
ENSDART00000080843	NM_200727.1
ENSDART00000160449	NM_001083568.1
ENSDART00000137377	NM_001145588.1
ENSDART00000133514	NM_199875.1
ENSDART00000009184	NM_213431.1
ENSDART00000013797	NM_199770.1
ENSDART00000060169	NM_199559.1
ENSDART00000037036	NM_199928.1
ENSDART00000040405	NM_182865.3
ENSDART00000100974	NM_001293681.1
ENSDART00000102010	NM_001044820.1
ENSDART00000057525	NM_212659.1
ENSDART00000125019	NM_001008645.1
ENSDART00000021159	NM_131207.1
ENSDART00000075299	NM_001077315.1
ENSDART00000138351	NM_212604.2
ENSDART00000013497	NM_199983.1
ENSDART00000014915	NM_001020576.2
ENSDART00000088852	NM_001281468.1
ENSDART00000136300	NM_001201544.1
ENSDART00000141682	NM_201145.1
ENSDART00000173386	NM_203484.1
ENSDART00000041697	NM_001122705.1
ENSDART00000004424	NM_001105141.2
ENSDART00000004241	NM_130916.1
ENSDART00000148322	NM_198810.1
ENSDART00000171041	NM_213455.1
ENSDART00000162563	NM_001105141.2
ENSDART00000039913	NM_001003777.2
ENSDART00000173290	NM_203484.1
ENSDART00000044030	NM_001143918.1
ENSDART00000115388	NM_001100035.1
ENSDART00000006378	NM_001002040.1
ENSDART00000125371	NM_001114739.2
ENSDART00000033871	NM_213155.2
ENSDART00000078533	NM_199802.1
ENSDART00000126705	NM_200839.1
ENSDART00000130504	NM_152979.1
ENSDART00000134763	NM_001017662.1
ENSDART00000163446	NM_001193543.1
ENSDART00000126523	NM_001020583.1
ENSDART00000017791	NM_001316693.1
ENSDART00000066794	NM_213142.1
ENSDART00000037183	NM_199548.2
ENSDART00000037904	NM_213304.1
ENSDART00000050172	NM_001030166.1
ENSDART00000170983	NM_131002.2
ENSDART00000126588	NM_001002754.2
ENSDART00000160646	NM_001109713.1
ENSDART00000136045	NM_001045302.2
ENSDART00000064436	NM_001009900.1
ENSDART00000151876	NM_001079826.1
ENSDART00000078141	NM_001080663.1
ENSDART00000087632	NM_001302254.1
ENSDART00000127485	NM_001128772.2
ENSDART00000045177	NM_001017622.1
ENSDART00000019997	NM_152979.1
ENSDART00000167513	NM_001037104.1
ENSDART00000015079	NM_201108.1
ENSDART00000081160	NM_001109734.1
ENSDART00000081160	NM_001109849.1
ENSDART00000088881	NM_001126453.1
ENSDART00000124425	NM_001003884.1
ENSDART00000168613	NM_001030159.1
ENSDART00000127846	NM_001145767.1
ENSDART00000099913	NM_131295.2
ENSDART00000059245	NM_205687.2
ENSDART00000166741	NM_001008604.1
ENSDART00000077753	NM_131729.2
ENSDART00000158060	NM_001110762.1
ENSDART00000167187	NM_001099266.1
ENSDART00000087797	NM_001083554.1
ENSDART00000172000	NM_001077296.1
ENSDART00000100622	NM_001039828.1
ENSDART00000147468	NM_001089509.1
ENSDART00000163437	NM_001017772.1
ENSDART00000127447	NM_131747.1
ENSDART00000159015	NM_001114581.1
ENSDART00000040538	NM_199663.1
ENSDART00000012938	NM_199577.2
ENSDART00000127547	NM_131581.1
ENSDART00000009343	NM_001256216.1
ENSDART00000170478	NM_001007454.1
ENSDART00000044574	NM_131610.3
ENSDART00000140456	NM_131745.1
ENSDART00000003789	NM_205699.1
ENSDART00000157935	NM_001004537.1
ENSDART00000100068	NM_131592.1
ENSDART00000106527	NM_001002062.1
ENSDART00000123444	NM_152985.1
ENSDART00000124360	NM_131582.1
ENSDART00000076484	NM_001126418.1
ENSDART00000010697	NM_199872.2
ENSDART00000060117	NM_131746.1
ENSDART00000047073	NM_001098747.1
ENSDART00000125585	NM_131748.2
ENSDART00000157917	NM_001128239.1
ENSDART00000123443	NM_001044949.1
ENSDART00000004483	NM_001089408.1
ENSDART00000169970	NM_001013573.1
ENSDART00000074424	NM_001128384.1
ENSDART00000058346	NM_001017858.2
ENSDART00000167682	NM_001033726.1
ENSDART00000121952	NM_001025502.1
ENSDART00000126326	NM_001246660.1
ENSDART00000019581	NM_199758.1
ENSDART00000168712	NM_001144820.2
ENSDART00000013150	NM_001013506.1
ENSDART00000171862	NM_200515.1
ENSDART00000062257	NM_212583.2
ENSDART00000063108	NM_001083035.2
ENSDART00000026694	NM_001002148.1
ENSDART00000012604	NM_001007760.2
ENSDART00000027019	NM_001007057.2
ENSDART00000073679	NM_199801.1
ENSDART00000138578	NM_199769.2
ENSDART00000130581	NM_201044.1
ENSDART00000112771	NM_001305568.1
ENSDART00000130603	NM_001301360.1
ENSDART00000052844	NM_001002340.1
ENSDART00000060142	NM_001199335.1
ENSDART00000010329	NM_201509.1
ENSDART00000014274	NM_212850.2
ENSDART00000024009	NM_212749.2
ENSDART00000135592	NM_001044778.2
ENSDART00000085135	NM_001082994.1
ENSDART00000156579	NM_001326353.1
ENSDART00000114464	NM_131403.1
ENSDART00000166965	NM_001281799.1
ENSDART00000018939	NM_001002176.1
ENSDART00000087055	NM_001104526.1
ENSDART00000113483	NM_001301331.1
ENSDART00000008077	NM_001111223.1
ENSDART00000059212	NM_200247.1
ENSDART00000143664	NM_001128337.2
ENSDART00000013209	NM_131819.2
ENSDART00000169527	NM_001163293.1
ENSDART00000078723	NM_182884.1
ENSDART00000101402	NM_001013316.2
ENSDART00000111025	NM_001005393.1
ENSDART00000041677	NM_200184.1
ENSDART00000080789	NM_001289882.1
ENSDART00000122863	NM_153656.1
ENSDART00000006676	NM_001080088.1
ENSDART00000079480	NM_001020534.1
ENSDART00000110497	NM_001089378.2
ENSDART00000145285	NM_194418.2
ENSDART00000103235	NM_001003997.1
ENSDART00000135408	NM_001004663.1
ENSDART00000170167	NM_001098776.1
ENSDART00000003544	NM_001099977.2
ENSDART00000052627	NM_001082949.1
ENSDART00000010126	NM_001003757.1
ENSDART00000147063	NM_001002206.1
ENSDART00000076861	NM_131348.2
ENSDART00000131705	NM_001326532.1
ENSDART00000064083	NM_131250.2
ENSDART00000065264	NM_001100947.1
ENSDART00000164720	NM_001128248.1
ENSDART00000081875	NM_001029947.1
ENSDART00000132044	NM_001006086.2
ENSDART00000063804	NM_001161341.1
ENSDART00000003891	NM_131177.1
ENSDART00000136168	NM_200466.2
ENSDART00000128896	NM_001128800.1
ENSDART00000056735	NM_001002431.2
ENSDART00000076086	NM_001105670.1
ENSDART00000154940	NM_001003623.1
ENSDART00000138168	NM_001328077.1
ENSDART00000133533	NM_001146306.1
ENSDART00000003193	NM_001099241.1
ENSDART00000104037	NM_200466.2
ENSDART00000006927	NM_200324.1
ENSDART00000103293	NM_001013456.1
ENSDART00000114543	NM_001109844.1
ENSDART00000012091	NM_131455.2
ENSDART00000110381	NM_001114453.1
ENSDART00000027959	NM_199631.1
ENSDART00000134488	NM_001328267.1
ENSDART00000143203	NM_001204270.1
ENSDART00000056896	NM_001003455.1
ENSDART00000049462	NM_001002318.1
ENSDART00000045752	NM_001025172.1
ENSDART00000066424	NM_001077630.2
ENSDART00000152937	NM_001328026.1
ENSDART00000153278	NM_001328027.1
ENSDART00000165719	NM_213319.1
ENSDART00000004031	NM_213085.1
ENSDART00000079073	NM_182880.1
ENSDART00000165484	NM_001089513.1
ENSDART00000056002	NM_001001829.1
ENSDART00000060469	NM_001018144.2
ENSDART00000143079	NM_001110386.1
ENSDART00000057174	NM_194378.4
ENSDART00000020908	NM_199642.1
ENSDART00000000877	NM_182892.2
ENSDART00000055618	NM_001076635.2
ENSDART00000044937	NM_001037383.1
ENSDART00000098578	NM_200838.2
ENSDART00000163104	NM_001100406.1
ENSDART00000150130	NM_001328708.1
ENSDART00000133305	NM_001075108.1
ENSDART00000127963	NM_001163923.1
ENSDART00000103350	NM_001040406.1
ENSDART00000128275	NM_001089389.1
ENSDART00000076362	NM_200962.1
ENSDART00000074155	NM_001201361.1
ENSDART00000140942	NM_001030157.2
ENSDART00000089206	NM_001077576.1
ENSDART00000105590	NM_001102616.2
ENSDART00000028542	NM_001009986.1
ENSDART00000038330	NM_001089428.1
ENSDART00000000678	NM_131254.1
ENSDART00000022279	NM_001020625.1
ENSDART00000054444	NM_001102391.1
ENSDART00000043556	NM_131315.2
ENSDART00000060203	NM_001328271.1
ENSDART00000125314	NM_001135134.1
ENSDART00000140724	NM_001326713.1
ENSDART00000020743	NM_001006048.1
ENSDART00000027758	NM_001029948.1
ENSDART00000079079	NM_001328270.1
ENSDART00000077386	NM_001080562.2
ENSDART00000105308	NM_001110388.1
ENSDART00000045099	NM_212891.1
ENSDART00000172006	NM_001110284.2
ENSDART00000164630	NM_001080601.1
ENSDART00000053806	NM_213357.1
ENSDART00000157312	NM_001328215.1
ENSDART00000171851	NM_001102634.1
ENSDART00000105933	NM_182862.1
ENSDART00000140439	NM_001326367.1
ENSDART00000140577	NM_200408.2
ENSDART00000086018	NM_001081574.1
ENSDART00000122099	NM_200099.2
ENSDART00000100897	NM_001089487.1
ENSDART00000148281	NM_001007180.3
ENSDART00000162953	NM_001080987.1
ENSDART00000139486	NM_001080580.1
ENSDART00000058400	NM_173276.1
ENSDART00000156637	NM_001199767.1
ENSDART00000093094	NM_001080021.1
ENSDART00000091235	NM_001113342.1
ENSDART00000109761	NM_001327941.1
ENSDART00000141267	NM_001100062.1
ENSDART00000104687	NM_201336.1
ENSDART00000060111	NM_131744.3
ENSDART00000102904	NM_001040040.1
ENSDART00000105974	NM_182938.2
ENSDART00000023089	NM_212611.1
ENSDART00000168142	NM_199952.1
ENSDART00000132823	NM_001328499.1
ENSDART00000074900	NM_001128741.1
ENSDART00000161144	NM_131604.2
ENSDART00000167680	NM_001105699.1
ENSDART00000086531	NM_001082958.1
ENSDART00000000392	NM_001007160.2
ENSDART00000028618	NM_001004014.1
ENSDART00000108543	NM_001145607.1
ENSDART00000074706	NM_001017568.3
ENSDART00000151849	NM_001083542.1
ENSDART00000163039	NM_001012263.2
ENSDART00000170688	NM_001077795.1
ENSDART00000083340	NM_001110283.2
ENSDART00000089358	NM_001045323.2
ENSDART00000009689	NM_131471.1
ENSDART00000014270	NM_131588.1
ENSDART00000132564	NM_001128707.1
ENSDART00000106670	NM_001020752.1
ENSDART00000135239	NM_001123389.2
ENSDART00000169520	NM_001017868.1
ENSDART00000167937	NM_213364.3
ENSDART00000052968	NM_001115146.1
ENSDART00000141429	NM_131753.2
ENSDART00000108935	NM_200372.1
ENSDART00000042501	NM_001145686.1
ENSDART00000126737	NM_001326385.1
ENSDART00000047724	NM_131709.1
ENSDART00000138012	NM_001110119.1
ENSDART00000048866	NM_001080064.1
ENSDART00000101479	NM_001328193.1
ENSDART00000147557	NM_200868.1
ENSDART00000158759	NM_205640.1
ENSDART00000053012	NM_001003736.1
ENSDART00000044652	NM_001114589.1
ENSDART00000019442	NM_212980.1
ENSDART00000100845	NM_001083857.3
ENSDART00000111058	NM_212779.1
ENSDART00000015670	NM_199741.1
ENSDART00000141638	NM_001009989.3
ENSDART00000008273	NM_001004002.1
ENSDART00000077804	NM_001109699.1
ENSDART00000054442	NM_001007770.1
ENSDART00000157583	NM_199855.1
ENSDART00000019364	NM_131359.1
ENSDART00000065013	NM_001004532.2
ENSDART00000053841	NM_001030246.1
ENSDART00000091700	NM_001076770.1
ENSDART00000139042	NM_001045055.1
ENSDART00000140468	NM_001003465.1
ENSDART00000157839	NM_001003465.1
ENSDART00000157331	NM_001111221.1
ENSDART00000087910	NM_001077737.1
ENSDART00000065471	NM_001045297.1
ENSDART00000088427	NM_001045026.1
ENSDART00000168755	NM_001130611.1
ENSDART00000145885	NM_001039623.2
ENSDART00000171313	NM_213183.1
ENSDART00000098453	NM_212606.1
ENSDART00000090156	NM_001044891.2
ENSDART00000134547	NM_200473.1
ENSDART00000076800	NM_001017401.1
ENSDART00000064113	NM_001020547.1
ENSDART00000127046	NM_212606.1
ENSDART00000149089	NM_181766.2
ENSDART00000135600	NM_001328146.1
ENSDART00000012694	NM_001007284.2
ENSDART00000164764	NM_001110400.1
ENSDART00000103054	NM_001076750.1
ENSDART00000141750	NM_181653.2
ENSDART00000163885	NM_130974.1
ENSDART00000110064	NM_001172401.1
ENSDART00000087329	NM_001077161.1
ENSDART00000054909	NM_001006104.1
ENSDART00000148431	NM_001114588.1
ENSDART00000142946	NM_001110416.1
ENSDART00000125313	NM_200473.1
ENSDART00000019750	NM_213099.1
ENSDART00000051196	NM_001044785.1
ENSDART00000162488	NM_001079659.2
ENSDART00000034740	NM_001077246.2
ENSDART00000038577	NM_001079660.1
ENSDART00000038273	NM_001044752.1
ENSDART00000101751	NM_001082837.2
ENSDART00000015136	NM_001008626.2
ENSDART00000075281	NM_001030234.1
ENSDART00000052185	NM_200086.1
ENSDART00000031665	NM_181758.1
ENSDART00000046764	NM_001102475.2
ENSDART00000141771	NM_001002057.2
ENSDART00000085684	NM_001077375.1
ENSDART00000074768	NM_001037122.1
ENSDART00000137020	NM_001077735.1
ENSDART00000152373	NM_001030190.1
ENSDART00000009767	NM_001004650.1
ENSDART00000168926	NM_199969.2
ENSDART00000066631	NM_001004546.1
ENSDART00000003993	NM_131104.1
ENSDART00000111269	NM_001100078.1
ENSDART00000010881	NM_200277.1
ENSDART00000139902	NM_194417.3
ENSDART00000060310	NM_001024429.2
ENSDART00000159537	NM_199775.1
ENSDART00000162100	NM_001327972.1
ENSDART00000103234	NM_200489.3
ENSDART00000056723	NM_001002874.1
ENSDART00000146220	NM_001145701.1
ENSDART00000109535	NM_200587.2
ENSDART00000053963	NM_001014296.2
ENSDART00000145363	NM_001083069.2
ENSDART00000167390	NM_001013280.2
ENSDART00000074950	NM_213119.2
ENSDART00000110871	NM_001111166.1
ENSDART00000163939	NM_001099240.1
ENSDART00000056303	NM_001002370.1
ENSDART00000155484	NM_001160384.1
ENSDART00000153935	NM_001110288.1
ENSDART00000124132	NM_001006028.2
ENSDART00000010495	NM_200870.1
ENSDART00000103091	NM_001114690.1
ENSDART00000060765	NM_001327776.1
ENSDART00000087196	NM_001045389.1
ENSDART00000157116	NM_001004587.2
ENSDART00000012582	NM_001017796.1
ENSDART00000171516	NM_001045045.1
ENSDART00000055432	NM_001083544.1
ENSDART00000113384	NM_001164241.1
ENSDART00000020297	NM_001003536.1
ENSDART00000128965	NM_001135133.2
ENSDART00000112297	NM_001130769.1
ENSDART00000166121	NM_001202493.1
ENSDART00000028855	NM_001044910.1
ENSDART00000081089	NM_001100003.1
ENSDART00000051055	NM_001020676.1
ENSDART00000005670	NM_001045346.1
ENSDART00000036939	NM_213031.3
ENSDART00000063834	NM_001009903.2
ENSDART00000053775	NM_001012248.2
ENSDART00000171062	NM_213015.1
ENSDART00000166989	NM_001020726.1
ENSDART00000035762	NM_199664.1
ENSDART00000022909	NM_199830.1
ENSDART00000005989	NM_194404.1
ENSDART00000017850	NM_200130.1
ENSDART00000053661	NM_001012252.1
ENSDART00000103471	NM_213235.1
ENSDART00000104750	NM_001159984.1
ENSDART00000067854	NM_200374.1
ENSDART00000076943	NM_001115147.1
ENSDART00000086943	NM_001128333.1
ENSDART00000140760	NM_001045147.2
ENSDART00000091470	NM_001045106.2
ENSDART00000056328	NM_199972.1
ENSDART00000157899	NM_001100439.1
ENSDART00000113313	NM_001002327.1
ENSDART00000170194	NM_001110474.1
ENSDART00000013714	NM_131234.1
ENSDART00000074597	NM_001017809.1
ENSDART00000028854	NM_001083828.3
ENSDART00000028854	NM_001271839.1
ENSDART00000006173	NM_131637.1
ENSDART00000145727	NM_001007314.1
ENSDART00000167875	NM_201115.2
ENSDART00000061928	NM_001040407.1
ENSDART00000016702	NM_001025469.1
ENSDART00000088819	NM_001126387.1
ENSDART00000115088	NM_194397.2
ENSDART00000102345	NM_001252504.1
ENSDART00000050932	NM_001002701.1
ENSDART00000146272	NM_001167826.1
ENSDART00000146272	NM_200791.2
ENSDART00000029450	NM_200306.1
ENSDART00000045754	NM_001017810.1
ENSDART00000098361	NM_001082922.1
ENSDART00000146281	NM_001012499.2
ENSDART00000012659	NM_200145.2
ENSDART00000051291	NM_001017763.1
ENSDART00000081506	NM_200356.1
ENSDART00000171268	NM_001312870.1
ENSDART00000171268	NM_131724.1
ENSDART00000169030	NM_001290179.1
ENSDART00000130069	NM_201013.3
ENSDART00000012064	NM_001008629.1
ENSDART00000102459	NM_153004.1
ENSDART00000160544	NM_001080032.1
ENSDART00000110645	NM_001122857.2
ENSDART00000106191	NM_001003740.1
ENSDART00000165295	NM_001110451.1
ENSDART00000020576	NM_001115095.2
ENSDART00000063644	NM_001159824.1
ENSDART00000037600	NM_001017563.2
ENSDART00000112460	NM_001110484.1
ENSDART00000164623	NM_001003981.2
ENSDART00000159477	NM_001014306.1
ENSDART00000049240	NM_198363.1
ENSDART00000104757	NM_131510.2
ENSDART00000076796	NM_001080044.2
ENSDART00000145981	NM_001114889.2
ENSDART00000162867	NM_199825.1
ENSDART00000111717	NM_200770.2
ENSDART00000081909	NM_001123243.1
ENSDART00000159020	NM_001113731.1
ENSDART00000173854	NM_001005982.1
ENSDART00000101556	NM_001044933.2
ENSDART00000030646	NM_201105.1
ENSDART00000136974	NM_001328139.1
ENSDART00000131729	NM_001312916.1
ENSDART00000115278	NM_001004574.1
ENSDART00000067086	NM_206829.1
ENSDART00000137717	NM_130907.2
ENSDART00000081599	NM_199846.1
ENSDART00000064393	NM_212627.1
ENSDART00000141236	NM_001130797.1
ENSDART00000031761	NM_131134.2
ENSDART00000022621	NM_201139.1
ENSDART00000010537	NM_131802.1
ENSDART00000050597	NM_001126390.1
ENSDART00000073745	NM_001002492.1
ENSDART00000004625	NM_194381.2
ENSDART00000076527	NM_131429.1
ENSDART00000075112	NM_001025545.2
ENSDART00000101986	NM_001020761.2
ENSDART00000150412	NM_001313779.1
ENSDART00000113395	NM_001002573.3
ENSDART00000127769	NM_001328211.1
ENSDART00000103622	NM_200677.2
ENSDART00000015479	NM_213166.1
ENSDART00000169609	NM_001020661.1
ENSDART00000091339	NM_001044999.1
ENSDART00000009838	NM_001040249.2
ENSDART00000124911	NM_001020490.1
ENSDART00000034456	NM_201305.1
ENSDART00000142079	NM_001202541.1
ENSDART00000136902	NM_200021.1
ENSDART00000136902	NM_001328575.1
ENSDART00000087093	NM_001042686.1
ENSDART00000146443	NM_001128559.1
ENSDART00000146850	NM_001328576.1
ENSDART00000047444	NM_001002168.1
ENSDART00000021657	NM_001004614.2
ENSDART00000018580	NM_201321.2
ENSDART00000061725	NM_199573.1
ENSDART00000143003	NM_203469.1
ENSDART00000054205	NM_200808.1
ENSDART00000169600	NM_001017613.1
ENSDART00000145537	NM_001128379.1
ENSDART00000122298	NM_001305623.1
ENSDART00000164045	NM_200883.1
ENSDART00000126403	NM_001013478.1
ENSDART00000103493	NM_001014367.2
ENSDART00000062573	NM_001006007.1
ENSDART00000011304	NM_212765.2
ENSDART00000019571	NM_212619.1
ENSDART00000022484	NM_213228.1
ENSDART00000113358	NM_001130606.1
ENSDART00000037850	NM_001017669.1
ENSDART00000034432	NM_001319133.1
ENSDART00000158743	NM_001013287.1
ENSDART00000104188	NM_001110473.1
ENSDART00000171446	NM_001089457.1
ENSDART00000127581	NM_001076644.1
ENSDART00000156234	NM_001202496.1
ENSDART00000005869	NM_001020692.1
ENSDART00000102474	NM_001080565.1
ENSDART00000147112	NM_001135972.2
ENSDART00000170624	NM_001002366.1
ENSDART00000076103	NM_213517.1
ENSDART00000027689	NM_200831.1
ENSDART00000051065	NM_131037.3
ENSDART00000139087	NM_214759.1
ENSDART00000171320	NM_200152.1
ENSDART00000142577	NM_001083016.1
ENSDART00000085528	NM_001080623.1
ENSDART00000074362	NM_001115099.1
ENSDART00000007531	NM_131735.1
ENSDART00000077840	NM_131014.1
ENSDART00000160387	NM_001076720.1
ENSDART00000092285	NM_001109714.1
ENSDART00000082510	NM_001045225.1
ENSDART00000084011	NM_001077300.1
ENSDART00000056721	NM_199873.1
ENSDART00000133406	NM_001128393.1
ENSDART00000126490	NM_001305621.1
ENSDART00000059209	NM_205745.1
ENSDART00000138993	NM_001123292.1
ENSDART00000097338	NM_001083561.2
ENSDART00000147079	NM_001130809.1
ENSDART00000002094	NM_001020770.1
ENSDART00000003465	NM_200930.1
ENSDART00000042259	NM_001037416.2
ENSDART00000146430	NM_200109.2
ENSDART00000054440	NM_001003999.1
ENSDART00000075826	NM_001037689.2
ENSDART00000067397	NM_001076763.1
ENSDART00000022441	NM_131158.1
ENSDART00000077577	NM_001044959.1
ENSDART00000014668	NM_001137662.1
ENSDART00000111494	NM_001326376.1
ENSDART00000028885	NM_213168.3
ENSDART00000161393	NM_001326399.1
ENSDART00000049147	NM_205604.2
ENSDART00000034914	NM_200212.1
ENSDART00000011943	NM_200551.1
ENSDART00000076561	NM_001128552.1
ENSDART00000137826	NM_001289907.1
ENSDART00000014296	NM_130949.2
ENSDART00000041965	NM_001025487.2
ENSDART00000172555	NM_212762.1
ENSDART00000057094	NM_131423.1
ENSDART00000131536	NM_001289906.1
ENSDART00000067082	NM_213045.1
ENSDART00000041992	NM_001076557.1
ENSDART00000048104	NM_001007441.1
ENSDART00000121972	NM_001005306.3
ENSDART00000011657	NM_001127333.1
ENSDART00000082512	NM_001003761.2
ENSDART00000168249	NM_001123251.1
ENSDART00000080377	NM_001029952.1
ENSDART00000093310	NM_001130788.1
ENSDART00000047309	NM_001128343.1
ENSDART00000022887	NM_001328341.1
ENSDART00000031425	NM_199901.1
ENSDART00000127568	NM_001030259.2
ENSDART00000087474	NM_001044860.1
ENSDART00000153386	NM_001044803.1
ENSDART00000169187	NM_001083814.1
ENSDART00000063648	NM_001003492.2
ENSDART00000033152	NM_001003548.2
ENSDART00000008322	NM_001128728.1
ENSDART00000142227	NM_182867.1
ENSDART00000133929	NM_001030110.2
ENSDART00000101958	NM_001089482.1
ENSDART00000158459	NM_001128691.1
ENSDART00000147491	NM_001100011.1
ENSDART00000170335	NM_200919.1
ENSDART00000106658	NM_001077781.1
ENSDART00000026831	NM_001327866.1
ENSDART00000159605	NM_001113635.1
ENSDART00000121432	NM_198800.3
ENSDART00000148855	NM_001080645.1
ENSDART00000098896	NM_001007419.2
ENSDART00000078908	NM_199579.1
