tracking ID,0h,2h,4h,6h,8h,gene length,gene group
mepce,166.871,148.913,177.672,69.2671,22.779,3977,5
mesdc2,27.065,28.7827,13.881,22.6089,37.0212,1177,0
mespaa,3.51881,5.1053,2.65212,22.8628,28.79,886,3
mespab,0.218567,0.611553,0.387385,42.399,46.0756,934,4
mespba,13.6616,9.58264,5.2835,4.7386,2.47781,929,2
mespbb,0.888065,0.522906,0.206561,3.68873,6.66203,859,3
mest,1.82768,2.69194,1.81416,0.352284,0.297512,1371,2
met,2.00054,1.47872,1.90678,0.981333,0.802638,4157,5
metap1,15.3115,17.5667,18.6216,12.0781,30.0127,1937,0
metap1d,39.4744,44.5256,36.3314,8.62755,4.20172,1118,5
metap2a,0.210886,0.410143,0.495815,1.01243,1.25858,1419,4
metap2b,159.307,178.102,207.394,326.739,330.698,2424,0
metrn,1.97014,1.55694,2.81475,30.3584,52.1081,3215,3
metrnl,44.3539,61.18,81.3081,39.3416,10.8063,1619,5
mettl1,44.3265,40.301,37.9792,41.0113,47.7877,894,1
mettl13,23.862,18.234,20.1533,11.0258,10.3251,2626,5
mettl14,120.661,133.743,135.237,52.0652,59.5238,1695,5
mettl16,43.9841,45.5916,42.6561,9.85239,3.13767,1667,5
mettl18,12.2893,18.1721,10.5983,8.92561,12.9819,2294,1
mettl20,8.31939,6.82348,5.09425,2.81357,4.58022,905,2
mettl21a,101.642,103.249,51.2959,23.6204,25.9648,1054,2
mettl22,54.9,77.9961,65.8663,14.6875,9.69315,1315,5
mettl25,23.5237,22.3235,15.2697,7.08017,8.59289,2035,2
mettl2a,160.064,162.693,189.097,191.191,94.6405,1348,1
mettl3,28.6736,29.2651,32.9895,23.6236,28.2618,1964,1
mettl5,101.554,115.645,108.31,72.4219,40.3602,954,5
mettl6,75.3317,81.9264,58.2453,22.0128,18.7112,1246,2
mettl7a,0.602382,0.627822,0.627599,1.04995,1.96533,1838,3
mettl8,17.9766,18.3979,17.6683,6.97113,7.60895,1341,5
mettl9,50.5706,40.9871,28.5235,16.0985,12.4474,1633,2
mex3b,0.949048,0.238772,5.95144,28.4952,25.9927,3216,4
mfap1,67.8185,74.5412,94.6457,155.966,131.243,1698,0
mfap2,1.28211,1.24954,1.20668,11.0375,35.7084,494,3
mfap4,0.242093,0.497035,0.445886,1.33814,0.672171,962,4
mff,5.62378,4.77039,3.11874,7.80768,20.784,1526,3
mfge8a,30.398,27.7308,27.3391,31.5011,19.0857,2522,1
mfge8b,0.549667,0.469913,1.07569,3.76905,7.05773,5269,3
mfn1b,33.0987,38.1254,38.9523,23.5909,15.2643,1861,5
mfn2,39.5087,38.8152,36.9714,17.006,10.2902,5370,5
mfsd1,18.0387,15.8109,12.9827,4.92959,0.742616,813,2
mfsd10,7.27347,6.85485,9.61212,6.17615,4.7201,1931,1
mfsd11,29.29,27.9124,30.3134,19.4751,13.101,1547,1
mfsd12a,16.267,17.6529,12.5337,3.67799,11.311,2817,5
mfsd2aa,58.1396,53.3218,34.7942,8.60299,2.74652,1900,2
mfsd2ab,126.147,111.277,57.1279,50.3847,22.5214,3310,2
mfsd4a,116.749,105.032,89.907,41.0124,9.11745,1986,5
mfsd4b,0.361475,0.194839,0.197502,0.579877,1.70068,1943,3
mfsd5,28.193,25.1428,27.2053,16.2799,10.3499,2925,5
mfsd6a,0.841561,0.935647,0.551359,0.377731,1.28984,2558,0
mfsd6b,12.5674,14.7113,10.0525,1.70141,1.80503,2201,2
mfsd6l,35.9774,38.5104,29.0196,6.31001,1.46958,1937,2
mfsd7,10.8368,12.1411,9.28289,5.76299,11.5149,1180,1
mfsd8,28.5844,35.2062,40.4523,33.7117,18.0108,2846,1
mgaa,2.82037,3.24283,3.40902,4.46205,5.06454,8208,0
mgat1a,73.8632,67.2006,42.7685,10.5755,12.2679,1829,2
mgat1b,11.893,10.7468,12.0942,8.39046,9.92191,5245,1
mgat2,57.6929,60.2295,47.8146,12.214,7.45685,1794,2
mgat3a,13.893,16.183,13.3424,2.4859,0.816378,2063,5
mgat4b,33.9387,33.8955,35.9454,27.9016,4.49112,3175,5
mgat5,16.6567,16.9106,15.8454,12.4345,19.0115,5413,1
mgea5,31.3408,27.5894,34.4555,121.067,95.6614,5019,4
mgll,0.218495,0.325586,2.01675,29.2684,41.9222,1622,3
mgme1,47.4523,41.9917,28.1412,8.62448,10.9357,1266,2
mgmt,53.9407,59.7492,62.498,40.1336,10.5131,1110,5
mgp,0.331542,0.326733,0.712408,0.752734,1.61208,593,3
mgrn1a,76.7817,90.1878,65.5434,35.4094,21.0781,2757,5
mgrn1b,28.8898,31.8878,27.2211,9.45934,4.06373,2654,5
mgst1.1,1.17967,0.885706,1.52254,2.7858,4.45838,1011,3
mgst1.2,4.74981,1.44602,4.6108,20.8814,45.0443,2149,3
mgst2,26.6237,23.1089,16.1873,28.1368,27.5704,886,1
mgst3,46.3127,60.026,41.2074,24.5699,19.9916,661,5
mhc1laa,24.9372,20.9877,12.4779,9.95816,8.65596,1758,2
mhc1uka,1.29473,2.61814,1.08339,0.742006,0.177569,1253,2
mhc1zba,4.32785,3.20009,3.10275,4.00525,5.67276,2323,0
mhc1zda,3.81534,4.54504,4.22799,2.92412,1.49745,1191,5
mhc1zfa,5.54466,8.71611,7.86039,4.88588,1.9815,1112,5
mhc1zha,6.35094,5.68705,4.94669,1.53302,0.000197735,1194,2
mhc1zja,18.7,20.0811,15.6825,12.4605,8.44108,1386,5
mhc2dbb,0.263649,0.132362,0.23437,0.92213,1.44963,1299,3
mhc2dcb,1.05212,0.192427,0.00000000000000105115,0.650894,0,705,2
mia,0.510968,0.478973,0,3.12576,49.2312,485,3
mib1,5.80848,4.46884,6.06213,24.8336,60.8086,3293,3
mibp,296.436,281.304,215.943,205.093,199.793,1561,1
mibp2,358.392,366.123,336.696,218.176,150.348,1044,5
mical2b,28.3688,25.7247,22.6089,3.19287,1.24705,4242,2
micall2a,113.779,143.779,111.186,34.0532,10.0931,3661,5
micall2b,210.59,207.019,120.202,11.6168,4.4025,3683,2
micu1,16.477,14.9776,13.3351,7.84622,4.26925,2737,5
micu2,7.54784,4.82363,3.54834,5.60223,13.5062,2359,3
mid1ip1a,15.1512,14.9442,73.2738,1012.38,621.337,1226,4
mid1ip1b,2.5215,5.44061,7.17517,14.1207,38.7903,768,3
mid1ip1l,1455.63,1673.72,1202.12,140.72,24.4417,1234,2
midn,1.80941,2.03916,2.28308,2.52241,9.25356,2926,3
mief1,66.91,62.4638,69.3288,20.1635,10.8457,2761,5
mief2,62.9299,45.7231,52.4476,24.0416,14.1891,1528,5
mier1a,143.444,162.44,156.087,127.861,80.8333,2198,1
mier1b,40.6996,41.7057,28.3286,6.35306,5.58469,3776,2
mier3a,70.7611,63.8773,50.9806,38.8332,27.7139,2261,5
mier3b,207.924,207.668,148.697,46.498,28.7717,1784,2
mif,32.5604,32.0188,21.5757,13.1486,28.3472,609,1
mif4gda,45.6094,36.817,40.0512,43.6551,36.4091,1321,1
mif4gdb,34.2664,29.2719,25.5065,8.68697,5.18255,1350,2
minal,10.5835,9.58977,10.7243,6.43818,6.10006,1998,1
mink1,16.7805,16.0945,18.7734,7.76251,3.6315,8533,5
minos1,90.4033,81.5144,49.2235,26.4244,13.7571,937,2
minpp1a,9.6968,7.14665,6.8293,3.3706,7.10916,2343,1
minpp1b,40.6152,42.6497,24.8117,7.26245,6.70791,1745,2
mios,81.8845,84.8572,93.2156,61.0461,29.0003,2302,5
mipol1,26.7785,26.5019,30.7942,9.50738,3.23555,2299,5
mir1-1,13.1885,10.0749,0,0,0,106,2
mir1-2,30.1758,0,0,0,0,87,2
mir101a,465.139,172.939,256.776,188.938,280.921,81,2
mir101b,123.703,168.243,155.125,233.694,206.4,112,0
mir10c,0,0,14.5593,0,0,95,4
mir124-3,0,12.962,0,17.2659,0,117,4
mir124-4,0,0,0,52.8956,0,83,4
mir124-5,0,0,0,21.7524,70.5246,129,3
mir125a-1,0,33.6118,49.8039,22.8505,24.4332,83,0
mir125b-3,12.5237,0,10.4472,0,0,115,2
mir128-1,0,0,0,0,83.845,98,3
mir130a-1,0,0,12.7235,11.0988,0,85,4
mir130c-1,5.97399,5.20117,0,6.7511,6.12942,141,0
mir130c-2,0,0,0,0,25.0606,81,3
mir132-1,0,0,0,38.7712,0,85,4
mir133a-1,22.7165,0,0,0,0,99,2
mir133b,0,0,27.0625,0,79.0848,84,3
mir133c,92.0885,17.0829,0,0,0,91,2
mir135a,0,0,23.1766,0,0,98,4
mir135b,0,0,0,60.496,0,82,4
mir135c-2,0,0,0,14.3868,0,127,4
mir137-1,0,21.6266,0,0,0,85,2
mir138,61.6736,0,0,0,0,87,2
mir1388,47.2837,0,0,0,30.4398,103,3
mir141,0,0,0,88.9917,0,83,4
mir142a,0,0,0,20.6788,0,91,4
mir146a,17.9661,19.2156,46.6943,0,18.2287,114,5
mir146b-1,44.775,0,73.3139,0,44.1397,80,0
mir148,0,0,0,0,111.38,79,3
mir15a-1,28.413,0,29.3636,0,0,84,2
mir15a-2,0,0,179.303,55.9483,25.7337,102,4
mir15c,0,0,0,37.5772,0,83,4
mir16a,0,0,0,0,24.0162,87,3
mir16b,0,0,0,7.81151,0,140,4
mir16c,0,0,4.6894,18.3384,0,136,4
mir17a-2,34.233,0,50.6808,105.661,67.4651,83,4
mir181a-1,151.385,37.2201,264.019,171.234,205.017,84,0
mir181b-1,0,0,12.7072,0,13.0223,109,3
mir181b-2,0,84.8821,0,0,0,86,2
mir181c,0,0,0,0,29.1074,78,3
mir182,0,0,0,78.3584,0,68,4
mir187,0,24.4092,0,0,31.5572,89,3
mir18b,0,0,16.6874,15.196,13.4755,87,4
mir190,9.80081,38.4249,9.35564,0,9.62448,126,2
mir190b,26.0659,0,82.4199,68.4474,83.1093,90,0
mir192,40.3217,0,0,56.2344,0,85,4
mir193a-1,14.5186,25.4144,0,22.938,0,99,2
mir193a-2,0,0,0,20.3884,0,98,4
mir196d,98.7673,30.3383,28.9117,0,0,72,2
mir199-2a,177.221,125.223,101.333,78.3622,118.884,98,1
mir19c,0,0,13.474,0,13.0783,105,3
mir19d,0,0,0,116.666,161.871,87,3
mir203a,0,0,20.6214,42.3263,95.8545,96,3
mir205,58.1234,115.428,137.51,54.288,13.9591,89,5
mir206-1,21.2416,0,0,24.9246,0,99,4
mir20b,0,0,0,0,31.8104,94,3
mir21-1,5.83126,5.50023,4.24902,5.82099,6.15572,148,1
mir21-2,8.21017,0,7.22812,0,0,127,2
mir210,0,0,44.5375,0,0,73,4
mir214a,0,0,15.1307,0,0,100,4
mir216a-1,39.6066,0,0,0,0,89,2
mir217-1,27.3075,0,0,0,0,98,2
mir2186,21.3165,0,19.3572,100.303,163.826,110,3
mir2187,14.3556,0,0,0,0,104,2
mir218a-2,0,0,0,38.3746,0,88,4
mir219-2,0,0,0,0,71.09,80,3
mir2191,0,0,27.2225,0,0,110,4
mir2192,17.951,0,0,0,19.2971,110,3
mir2193,0,0,0,0,69.5761,110,3
mir2194,0,0,0,0,27.28,110,3
mir2195,0,0,0,0,14.478,110,3
mir2197,0,0,0,0,24.0865,110,3
mir222b,0,0,23.358,0,0,97,4
mir22a-1,0,0,0,39.2472,0,86,4
mir23a-2,0,0,33.9855,0,0,98,4
mir23a-3,0,56.4781,0,0,69.0179,78,3
mir24-2,153.978,44.7583,119.389,93.0278,48.6712,82,5
mir24-3,0,0,0,6.83217,7.42784,142,4
mir24-4,0,0,0,20.29,0,90,4
mir25,0,0,41.2283,0,58.4359,82,3
mir26a-2,0,0,0,0,8.80003,128,3
mir27a,0,0,0,0,9.92812,131,3
mir27b,0,30.4329,0,0,0,91,2
mir29a-1,0,0,20.8459,0,0,126,4
mir29b-2,0,32.09,20.2514,0,101.975,88,3
mir301a-1,0,0,30.844,0,0,86,4
mir301b,0,0,46.5411,0,0,81,4
mir301c,0,0,35.4739,0,36.2148,83,3
mir30d,10.1335,0,0,10.3263,0,128,4
mir34,23.7997,0,18.26,0,0,98,2
mir363,9.43446,0,8.31319,34.5618,21.2177,127,4
mir375-1,0,0,32.0042,0,0,80,4
mir3906,0,0,0,0,27.1071,99,3
mir429b,0,0,0,11.9803,10.6296,110,4
mir430a-11,0,0,140.996,0,0,82,4
mir430a-12,0,0,13924.2,2065.4,0,410,4
mir430a-14,0,0,13640.6,3079.99,63.9005,410,4
mir430a-16,0,0,5970.48,1295.69,0,164,4
mir430a-17,0,0,5970.48,1007.76,31.5516,164,4
mir430a-18,0,0,68.6672,40.2087,185.127,90,3
mir430a-2,0,0,24204.9,4873.92,66.8314,656,4
mir430a-4,0,70.724,12648.1,2681.4,0,410,4
mir430a-6,0,68.9418,22900.4,4390.25,33.4157,656,4
mir430a-7,0,137.884,22494.6,4278.64,66.8314,656,4
mir430a-8,0,68.9418,21740.9,4613.49,66.8314,656,4
mir430b-1,0,0,247.8,0.00863213,0,399,4
mir430b-10,0,54.0084,45.547,0,0,729,5
mir430b-13,0,0,318.829,0,0,729,4
mir430b-14,0,0,0,90.9709,0,729,4
mir430b-16,0,0,364.376,0,0,729,4
mir430b-17,0,0,182.188,0,0,729,4
mir430b-18,0,0,0.000967844,48.6922,0,396,4
mir430b-19,0,0,0.0167477,42.8832,0,396,4
mir430b-2,0,0,187.05,0,0,399,4
mir430b-4,0,0,47.0303,93.5639,0,81,4
mir430b-6,48.6859,0,121.001,0,0,243,2
mir430b-7,0,0,0,42.0596,0,243,4
mir430c-1,0,0,3778.42,629.753,0,730,4
mir430c-10,29.1482,0.000405172,14774.7,3195.72,0,820,4
mir430c-15,0,53.1076,29191.3,6310.53,107.229,820,4
mir430c-6,0.00788232,40.666,0.000114556,0.000101039,0,730,2
mir430c-9,0,26.5538,13640.5,3033.91,71.4744,820,4
mir430i-1,0,37.8966,3398,427.841,0,246,4
mir430i-2,0,0,3280.82,350.052,0,246,4
mir451a,0,0,0,145.541,135.858,60,4
mir454b,0,0,0,0,12.1391,116,3
mir457b,0,0,0,91.1629,0,78,4
mir458,0,0,0,0,39.5112,78,3
mir459,0,105.713,0,0,60.1597,81,3
mir462,19.4313,51.8255,35.61,0,0,102,2
mir499a,0,0,0,0,36.7412,91,3
mir7146,0,0,10.4156,0,12.1427,131,3
mir7149,59.9158,0,0,0,0,73,2
mir722,28.8233,0,30.6835,0,0,91,2
mir729,0,0,11.9822,0,0,99,4
mir731,28.468,0,0,32.8443,36.3982,90,0
mir735,63.4386,56.4904,113.089,43.2611,86.2116,63,0
mir736,0,0,0,0,143.136,80,3
mir737,0,24.5575,0,0,0,96,2
mir738,0,0,0,7.05345,0,98,4
mir740,0,0,12.0149,0,15.4627,113,3
mir7a-1,288.233,311.355,223.287,159.351,87.6235,79,5
mir7b,0,0,0,18.4841,0,104,4
mir9-1,0,0,35.3167,0,0,87,4
mir9-2,0,8.60219,7.32441,0,9.382,136,0
mir9-4,0,0,0,44.5693,0,87,4
mir9-5,43.5913,0,0,42.1875,40.2564,87,0
mir92a-2,21.1601,0,0,0,109.273,95,3
mir92b,25.2891,0,0,0,0,82,2
mir93,0,0,39.6757,0,0,74,4
mir96,7.92195,0,0,0,7.25171,125,3
mirlet7a-1,0,0,0,46.6265,27.2484,89,4
mirlet7a-5,7.77039,0,0,0,0,124,2
mirlet7c-1,0,0,42.5568,25.2987,0,107,4
mirlet7c-2,0,0,43.6892,0,0,92,4
mirlet7d-1,0,0,11.931,0,0,97,4
mirlet7f,0,0,8.7855,30.6083,40.8774,116,3
mirlet7h,0,0,0,25.0054,21.2096,114,4
mirlet7i,0,17.7354,54.6402,21.5908,57.7112,95,3
mirlet7j,0,0,17.5826,110.718,63.0947,83,4
mis12,88.3869,88.2724,95.2412,61.0326,45.0521,1249,1
mis18bp1,67.002,69.7394,66.6045,58.0307,47.9875,4011,1
mitd1,86.5305,79.7436,69.9865,26.4123,11.6414,1464,5
mitfb,3.70486,3.3053,3.15093,0.7052,0.160532,1595,2
mixl1,2.90562,1.87556,7.47537,122.419,11.757,2609,4
mki67,193.344,157.586,177.793,297.997,327.957,6296,0
mkks,20.3609,29.8183,24.2559,6.34286,7.31081,1815,5
mkl1b,2.09898,2.49128,1.62968,0.718709,0.741915,4538,2
mkln1,24.8991,28.0481,24.5923,2.96284,2.54397,3905,5
mknk1,115.85,118.666,127.985,14.413,5.21944,2663,5
mknk2a,381.289,376.911,320.465,37.5351,5.55946,3491,2
mknk2b,11.1229,11.8833,18.0281,13.6911,13.2979,2117,1
mkrn1,35.7019,25.6109,26.1468,8.59902,3.78153,1570,2
mkrn2,56.3412,45.8757,47.2213,25.3925,11.0637,2005,5
mkrn4,843.621,913.352,1183.24,624.49,53.256,1845,5
mks1,26.9126,31.1767,26.6665,8.64021,7.04718,2090,5
mlck2,0.997018,1.75437,2.06246,4.29169,1.63448,3335,4
mlec,100.546,106.075,126.838,60.7822,34.0379,1626,5
mlf2,70.4989,62.4213,73.0812,42.7599,47.1567,1563,1
mlh1,22.7948,21.8987,11.3386,11.4713,22.6731,2319,1
mllt1b,4.60279,3.67698,3.3302,15.2415,21.8396,3080,3
mllt3,30.0089,29.9961,25.2331,4.27363,1.57823,2520,2
mlpha,0.196889,1.78167,2.65457,1.26063,0.427628,2106,5
mlst8,22.288,22.6846,27.1463,19.4446,7.24436,2558,5
mlx,31.9103,39.4662,21.796,26.5136,47.5932,2130,0
mlycd,35.1327,41.2269,32.4835,4.04611,0.868044,1841,2
mmaa,57.2442,60.6932,70.0664,29.2206,7.90313,1684,5
mmab,33.1021,24.1439,12.9919,6.18299,4.14501,945,2
mmachc,35.9066,42.7717,23.4692,9.52895,8.82389,1311,2
mmadhc,54.7459,69.0415,48.1717,62.4946,49.4894,1460,1
mmd,65.5011,49.3772,49.4875,38.6797,26.4533,1762,5
mmd2a,0.287832,0.546801,0.242539,0.299135,1.21562,732,3
mmgt1,177.528,202.595,223.506,151.986,75.3868,1107,5
mmp14b,0.847496,0.877653,0.718209,1.53,3.30646,4289,3
mmp2,1.19821,0.862608,1.27223,1.28644,0.969512,2947,1
mmp30,0.511796,0.518347,0.617951,12.9009,29.2366,1694,3
mmp9,11.4991,9.54127,4.22707,3.80093,1.31001,2772,2
mmrn2a,5.62328,5.25217,5.76598,7.18703,8.57879,4484,0
mms22l,6.00652,4.84199,4.67702,2.86956,1.65933,3784,5
mnat1,73.1749,86.9605,52.2593,20.2566,15.394,1213,2
mnd1,23.0017,26.2653,11.7307,22.678,26.7267,1453,0
mns1,19.1046,17.2336,15.731,25.8056,25.2787,1909,0
mnx1,0.113234,0.376797,0.457268,1.06214,1.02197,1469,4
mnx2a,0.173785,0.154406,0.459067,1.03315,0.753308,999,4
mnx2b,0.437023,0.185883,0.467997,0.339088,2.04136,1031,3
mob1a,182.15,174.669,115.408,68.4337,82.2071,1523,2
mob1ba,52.9481,57.8261,63.9392,51.9953,43.2114,2127,1
mob1bb,146.582,143.019,148.942,96.3505,9.55496,1935,5
mob2a,34.5302,39.7051,53.6503,129.001,123.727,1296,4
mob2b,3.36356,3.26649,3.39346,2.44181,1.79688,3848,1
mob3a,111.392,113.547,109.831,59.7231,34.7287,1410,5
mob4,58.3199,62.2642,54.0395,73.882,95.6129,1097,0
mocos,0.439775,0.724318,0.556291,0.412909,1.74326,2952,3
mocs1,5.56608,5.35162,4.55474,0.779154,0.358728,2484,2
mocs3,25.2851,27.4022,23.0826,6.50191,2.43815,1598,5
mogat2,7.0705,8.29538,6.8703,6.06094,27.757,1245,3
mogat3a,21.8779,21.4538,28.086,36.9707,51.4635,847,0
mogat3b,0.671022,0.708924,0.378535,1.72667,8.08011,1794,3
mogs,26.4533,30.8669,25.6896,8.90384,4.79962,2887,5
mon1a,23.3442,20.7048,24.658,12.9566,2.12664,4651,5
morc2,33.535,29.9752,43.3894,48.9024,37.1998,4054,1
morc3a,23.5973,19.7295,5.98425,5.23077,9.7783,3742,2
morc3b,0.298507,0,9.65448,40.8089,3.17464,877,4
morf4l1,150.887,174.47,166.692,154.857,135.951,1704,1
morn4,12.3013,11.9505,14.7377,13.0153,14.6368,1367,1
mos,178.56,161.721,52.2587,4.54732,1.59798,1191,2
mospd1,29.7114,27.5005,24.6765,16.6435,16.14,1243,1
mospd2,45.7555,53.6726,35.8733,59.519,65.921,2102,0
mpc1,24.5957,20.5021,15.3865,18.8735,33.2802,798,0
mpc2,66.7491,57.7802,47.0897,34.1823,28.0436,1080,5
mpdu1a,0.903093,1.16195,1.23739,1.1097,1.8052,2689,0
mpdu1b,25.7333,20.6208,24.7434,16.5793,7.05761,1996,5
mpg,15.67,17.0417,11.1316,7.36798,2.16957,1234,2
mphosph10,40.9485,39.3597,52.2147,53.8188,46.9524,2242,1
mphosph6,183.052,195.251,202.454,127.476,57.9099,1299,5
mphosph8,54.9927,56.0028,61.7465,63.7086,47.8121,4113,1
mpi,10.7594,10.7575,10.7603,3.35361,4.44085,1488,5
mplkip,2.0182,1.32909,46.9102,171.776,69.1521,1458,4
mpnd,5.86337,8.0513,8.47656,6.38975,1.66181,1966,5
mpp1,1.031,1.09238,7.32998,20.4032,50.2337,4478,3
mpp2a,9.659,7.69268,7.06635,3.93584,2.44106,1765,5
mpp5a,15.8062,17.731,15.3625,3.79637,4.33659,3049,5
mpp5b,0.806625,2.68211,2.81056,1.05432,0.84083,2097,5
mpp6a,24.7273,20.161,24.6319,9.86185,11.7746,5714,5
mpp6b,17.8918,15.0111,14.9243,9.8765,10.3088,2094,1
mpp7a,71.3708,77.7119,81.742,17.5832,5.54367,4176,5
mppe1,56.3935,50.4161,40.796,10.6308,8.42717,1884,2
mpped2,4.91568,4.17507,2.63678,0.890818,1.24066,2212,2
mpped2a,18.2497,14.8253,14.0099,2.493,0.698179,1286,2
mpv17,8.77968,15.7116,16.4558,14.7424,13.9061,1339,1
mpv17l2,45.2909,39.9299,39.163,16.2432,14.2272,1537,5
mpz,0.120956,0.117142,0.229159,0.94583,1.56652,2316,3
mpzl1l,29.5969,28.4728,24.134,42.1819,45.5387,4533,0
mpzl2b,125.152,149.397,137.455,106.802,34.4141,1372,5
mre11a,33.4967,35.181,41.2813,22.4981,4.43187,2155,5
mrgbp,146.309,134.553,129.16,73.9079,59.2393,1253,5
mri1,12.7632,16.9447,21.6353,18.2071,8.07157,1642,1
mrpl1,83.3308,85.0999,39.0736,46.8852,64.053,1050,1
mrpl10,30.6289,25.4588,11.7961,2.9789,10.3299,831,2
mrpl11,36.938,41.7378,30.0784,10.2663,9.77802,853,2
mrpl12,243.141,205.374,116.809,32.138,48.6813,1057,2
mrpl13,94.8937,98.3612,77.5382,69.9378,56.5279,691,1
mrpl14,39.378,48.475,25.1951,26.3315,32.2452,614,1
mrpl15,54.1846,51.8042,41.2609,33.7088,48.8665,1006,1
mrpl16,25.018,27.5133,18.0932,9.75191,13.7213,1292,5
mrpl17,114.726,115.646,64.9937,36.6684,48.7854,786,2
mrpl18,146.797,151.76,61.4504,28.2751,48.9451,778,2
mrpl19,150.35,167.307,114.689,30.9342,33.2099,1244,2
mrpl20,65.4372,65.4689,36.9333,38.3392,62.4403,652,1
mrpl21,94.217,82.7292,32.6949,68.8361,86.5026,789,1
mrpl22,96.4201,95.0226,54.2893,57.6742,75.7288,697,1
mrpl23,53.85,56.1132,40.615,30.1645,38.719,1080,1
mrpl24,33.4605,32.2221,17.6361,25.9365,49.3091,852,0
mrpl27,64.8876,60.2466,39.6764,32.5496,45.685,609,1
mrpl28,75.1331,76.8804,53.8432,28.121,26.816,989,5
mrpl3,131.443,162.589,124.706,42.819,22.7029,1286,5
mrpl30,173.795,111.74,58.56,31.9852,48.7345,775,2
mrpl32,48.1789,36.7592,27.3065,65.0862,85.4141,646,0
mrpl33,49.0002,48.708,15.4382,17.9651,43.6691,749,1
mrpl34,104.929,120.117,86.3871,62.8925,61.6812,937,1
mrpl35,61.4642,58.9493,38.5399,15.0583,18.9435,657,2
mrpl36,132.528,136.883,98.3607,72.4227,94.0878,619,1
mrpl37,41.2713,44.3301,29.7972,26.4577,46.6734,1488,1
mrpl38,80.8313,76.1862,83.7212,51.3917,48.0021,1249,1
mrpl39,44.1813,44.8485,42.3287,27.0406,22.8852,1927,1
mrpl4,14.3948,11.4213,8.79421,23.3523,36.0412,1051,3
mrpl40,62.0332,51.3969,25.482,18.4686,36.6508,817,2
mrpl41,60.5973,55.6539,31.2522,26.013,44.0677,587,1
mrpl43,36.296,34.1097,24.5171,12.1345,7.98106,1061,2
mrpl44,98.8058,98.3828,110.6,59.8902,47.2266,1378,5
mrpl45,31.6626,33.5196,19.7434,18.1385,34.1424,927,1
mrpl46,59.3582,59.5823,33.733,12.4395,18.4901,1096,2
mrpl48,113.83,96.8243,47.1972,13.5743,13.5108,783,2
mrpl51,23.6089,24.2886,23.0086,24.2026,29.0412,709,1
mrpl53,41.7066,46.752,9.28018,17.1926,30.611,396,2
mrpl57,118.984,110.095,46.8112,72.289,108.494,503,1
mrpl9,68.5508,61.2817,44.3206,19.935,32.3917,991,2
mrps10,69.0464,84.329,48.822,43.3071,57.5475,731,1
mrps11,55.885,60.7626,55.4496,32.1838,31.6112,917,1
mrps14,92.2782,94.7627,57.0233,38.5164,21.1716,709,2
mrps15,141.868,142.093,119.803,79.473,70.4226,1050,1
mrps16,31.2271,39.1538,27.7551,34.8298,41.3455,1086,1
mrps17,40.874,43.5392,25.8792,19.2991,48.8012,651,0
mrps18a,38.5278,40.6866,37.2858,14.7235,11.3267,878,5
mrps18b,102.694,94.3298,69.3742,64.1033,50.2676,1100,1
mrps18c,118.067,115.49,50.5259,28.3909,48.1643,549,2
mrps2,47.0607,42.7733,42.5743,22.8492,20.0114,1276,5
mrps21,85.5018,80.4683,39.8715,53.6864,79.5488,495,1
mrps22,135.74,131.156,103.68,44.9204,38.3664,1248,5
mrps23,233.511,172.937,111.3,51.0399,35.6871,1037,2
mrps24,36.6132,61.6531,45.1023,55.5445,71.4592,627,0
mrps25,106.337,115.293,142.282,205.786,165.826,726,0
mrps26,78.9263,70.9456,38.0495,20.789,35.5718,1227,2
mrps27,95.249,101.085,88.1882,56.7912,40.787,1722,5
mrps28,117.257,115.822,66.5304,111.839,139.627,648,0
mrps30,154.075,144.164,140.553,22.4181,24.8817,1331,5
mrps31,75.2524,68.9147,64.7993,26.1387,37.6104,1287,5
mrps33,35.1028,32.0338,15.5923,12.3634,14.1013,2194,2
mrps34,155.667,143.721,95.2544,42.8619,32.342,1010,2
mrps35,52.8254,44.3781,37.7494,19.1672,23.0568,1133,5
mrps36,160.766,166.708,90.409,34.1177,34.4199,864,2
mrps5,62.9114,58.6018,55.2576,30.1204,36.4878,1467,1
mrps6,108.765,92.6052,46.4133,127.959,176.263,687,0
mrps7,62.0205,58.5071,31.8377,25.0077,37.0318,912,2
mrps9,69.7492,75.0755,64.1544,30.455,20.7139,1470,5
mrrf,25.3253,27.7705,21.7802,10.0377,3.7776,1379,5
mrto4,16.8549,21.0088,28.403,124.342,226.418,1064,3
ms4a17a.17,1.41601,2.19472,2.41695,1.74996,1.88034,1542,1
ms4a17a.4,0.14088,0.223533,2.493,4.29893,6.87187,1718,3
ms4a17c.1,0.988302,0.295201,0.630236,0.344287,2.10397,726,3
msgn1,2.78021,2.60283,1.6689,72.2442,324.134,1635,3
msh2,108.625,108.508,98.648,87.8648,38.4635,3052,1
msh3,21.1196,22.8668,22.7876,16.1154,2.56293,3252,5
msh6,32.9759,32.1497,38.9856,22.3758,14.4949,4385,5
msi1,0.474733,0.753766,0.922081,2.0694,4.534,2246,3
msi2a,24.3996,29.3924,29.8508,11.4574,1.68321,2143,5
msi2b,50.5056,41.1412,42.2702,21.8675,3.42575,1832,5
msl1a,39.5284,47.4325,30.103,6.62359,7.84073,2069,2
msl2a,2.14605,2.12849,3.59678,7.87674,7.8075,4004,4
