tracking ID,0h,2h,4h,6h,8h,gene length,gene group,0h overlap,0h #ofCLIPpeak,0h #ofm6Apeak,2h overlap,2h #ofCLIPpeak2,2h #ofm6Apeak3,4h overlap,4h #ofCLIPpeak4,4h #ofm6Apeak5,6h overlap,6h #ofCLIPpeak6,6h #ofm6Apeak7,8h overlap,8h #ofCLIPpeak8,8h #ofm6Apeak9,wild-type 0h,wild-type 2h,wild-type 4h,wild-type 6h,wild-type 8h,mKO Y2-/- 0h,mKO Y2-/- 2h,mKO Y2-/- 4h,mKO Y2-/- 6h,mKO Y2-/- 8h,wild-type 6h,wild-type 8h,wild-type 12h,wild-type 24h,mzKO Y2-/- 6h,mzKO Y2-/- 8h,mzKO Y2-/- 12h,mzKO Y2-/- 24h,wild-type 16h,mzKO Y2-/- 17.5h,wild-type MO 24h,mKO + MO Y2-/- 24h,wild-type MO 36h,mKO + MO Y2-/- 36h,wild-type MO 48h,mKO + MO Y2-/- 48h
nitr11a,0.403615,0,1.09448,1.48077,0.420646,574,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.312429,0,0,0.159822,0,0,0,0.165055,0,0,0.0902774,0,0,0.132475,0.56284,0.570695,0,0.093162
nitr12,0.387853,0.0994291,1.04628,0.889707,1.12532,957,0,,,,,,,,,,,,,,,,0,0,0.515011,0.0943618,0.0724934,0.0655891,0.0690642,0.264469,0.479088,0.28318,0.408131,0,0.116367,0.161762,0.284026,0.197135,0,0.276667,0,0.10057,0.115711,0.0418816,0,0.489265,0.0337653,0.24106
nitr1m,0.553251,0.288797,0.488475,0.477238,1.36232,1007,3,,,,,,,,,,,,,,,,0,0,0,0,0.137202,0,0.0602647,0,0.629271,1.52796,0,0,0.173638,0.520259,0.0938241,0.464395,0.637161,0.942082,0.680207,0.664789,0.247767,0.280656,0.233666,0.27497,0.349051,0.272327
nitr3b,1.30734,1.03483,1.69279,0,0.957071,693,5,,,,,,,,,,,,,,,,0.713821,0.423457,0.376946,0.137916,0.204199,0.114462,0.115832,0,0,0.621051,0,0.14403,0,0.2141,0,0.42183,0.167002,0.473229,0.0722088,0.209163,0,0.0878263,0.183958,0.484886,0.178737,0.254763
nitr3c,0.477902,1.3625,0.400032,0.0000156595,0.316245,764,2,,,,,,,,,,,,,,,,1.88078,1.13442,0.000467993,0,0,0.0972998,0,0.185268,0,0.165385,0.00000115915,0,0,0.0769533,0,0,0.000000576412,0.222769,0.0000000711209,0.00417795,0.0000224278,0.0000374029,0.026265,0.000000112366,0.237852,0.00000313246
nitr3d,1.59655,1.93178,1.49868,0.787446,0.531202,820,5,,,,,,,,,,,,,,,,2.57903,3.02254,0.945517,0.676057,0.846463,0.67249,0.597719,0.684801,0.166968,0.151349,0,0,0.49834,0.309814,0.115957,0.225237,0.567384,0.244082,0.252669,0.308881,1.11281,1.94233,1.19011,1.57749,0.507359,0.491775
nitr4a,0.564884,0.597486,0.494692,1.61777,1.51643,2120,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998526,0,0.1882,0,0.0753581,0,0,0,0,0.0146945,0.0628406
nitr6b,0.389728,1.26531,1.38653,2.4104,2.04271,744,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779924,0,0,0.173705,0,0,0.078113,0.181212,0.130296,0,0,0.109547,0
nitr7b,0.922118,1.087,0.562532,0.797449,0.426947,833,1,,,,,,,,,,,,,,,,0,0.114908,0.368849,0.260371,0.49682,0.0960858,0.201787,0.403003,0.751802,0,0,0.153148,0,0.0707443,0.130537,0,0.331827,0,0,0.0701008,0,0,0,0,0,0.456109
nitr8,1.08558,0.595614,1.09206,0.649746,0.000304649,1031,5,,,,,,,,,,,,,,,,0.0000710105,0.0000922574,0.0000936531,0.000139336,0.0000789956,0.0000792428,0.0000691107,0.0000956267,0.000185862,0.0000668367,0,0.0000615234,0.0000646491,0.0000501808,0.0000565469,0.0000819567,0,0.000218563,0.1739,0.0000170585,1.26547,0.775446,0.941216,1.22233,0.0000316686,0.171402
nkain1,25.7617,24.7859,29.2739,28.2369,26.4024,1742,1,1,2,0,1,3,0,3,1,2,3,3,3,3,1,2,17.3192,13.8017,27.9494,27.7425,24.5528,8.77435,8.81985,13.4466,21.7847,21.6357,16.5214,15.3595,17.2591,16.9916,12.772,10.3207,10.7331,14.5455,15.6608,9.57931,25.932,25.5024,28.294,25.9403,23.0738,34.4845
nkain4,26.4398,25.0771,27.945,22.8083,22.3315,1218,1,1,1,0,1,3,0,1,3,0,1,2,0,1,2,0,11.3129,10.371,16.7592,12.0445,11.9339,0.885734,1.23751,1.90989,1.78271,4.19822,3.59706,1.74948,5.94072,8.98546,0.478477,0.708598,2.41764,3.02407,5.04007,3.2271,29.8359,26.5207,28.0882,23.2186,23.9187,26.4744
nkap,74.9152,70.6642,84.3207,78.9036,65.0836,1644,1,2,0,2,2,0,1,2,0,2,2,0,1,2,0,1,4.86033,8.39515,12.4136,7.72555,9.04473,8.25878,8.57533,17.6786,15.6909,11.9098,8.23258,7.7838,4.26213,3.42076,6.61492,6.29903,5.07813,2.48286,6.08135,4.03517,2.72603,3.7844,4.03535,3.29276,2.68429,2.53215
nkd1,1.27375,1.05981,0.839367,3.01156,5.09702,1462,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.287321,1.37808,0.561655,9.44605,14.9298,1.07468,1.19878,0.574124,8.14673,14.8251,3.06838,6.89294,11.0247,20.0399,1.0266,9.84924,11.2069,13.3589,10.7609,18.6113,8.08468,9.86874,6.98211,7.64375,22.3849,21.42
nkd2a,0.57573,1.11364,1.07619,0.23684,0.424682,1340,5,,,,,,,,,,,,,,,,0.162111,1.94917,1.84569,0.0000436157,1.01468,0.169655,0.101002,0.370517,0.0000531474,0.866251,0.0000455557,0.0000616568,1.62847,4.26716,0.293773,0.111737,1.57867,2.80312,1.60241,3.28731,3.08455,3.08044,4.61933,5.051,12.2202,11.0188
nkd3,0.459873,0.461379,0.521537,1.27574,1.39203,5748,0,0,0,0,0,0,0,1,2,0,1,1,0,1,2,0,0.0604715,0,0.564716,2.72353,1.92041,0.169388,0.0387598,0.823017,2.46315,2.24688,0.491137,0.95133,0.637824,0.786414,1.09098,1.68172,1.33743,1.93202,0.619745,2.07398,0.316813,0.403382,0.541918,0.248596,1.19001,1.24629
nkiras1,24.8887,29.6348,27.8227,15.0195,8.23711,1730,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,23.146,25.2857,29.7115,9.06576,4.58461,24.0573,24.4758,31.7265,7.92524,5.7283,5.79879,3.66215,3.61529,3.20816,6.22003,2.52804,2.28574,2.99039,2.79549,2.70001,16.2595,11.5847,14.4149,13.8867,9.05519,7.46795
nkiras2,2.16984,2.6457,3.3591,5.18524,7.67939,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9.63664,9.01356,8.06261,8.91256,12.1073,11.6946,13.238,13.1595,12.1368,15.1281,5.40716,5.26893,9.13775,7.02959,3.15895,5.47832,8.26006,9.53017,9.93727,8.56949,18.0384,15.2489,22.6758,17.5794,16.2733,15.0285
nkl.2,0.74228,0,0.359288,0.908539,1.39887,426,3,,,,,,,,,,,,,,,,0,0,0,0,0.333843,0,0,0,0,0,0,0,0,0.594017,0,0,0,0.33901,0,0.291163,0,0.565748,0.68689,0,0,0.137158
nkrf,118.896,113.453,108.427,102.434,84.5786,3243,1,3,4,1,3,6,2,3,5,5,3,1,4,3,8,5,85.6234,88.1757,84.0822,71.9782,58.1718,81.635,81.4057,80.0511,85.0869,69.8622,29.5424,22.8424,15.3148,12.3225,32.8958,32.5117,17.7399,15.3757,12.4734,15.9676,16.0806,19.2919,14.7534,13.6859,19.8463,20.3527
nkx1.2la,0.641766,0.811924,0.844724,0.9842,11.7767,1383,3,,,,,,,,,,,,,,,,0.938253,0.607221,0,2.31439,17.5419,3.19784,2.44559,1.9215,2.42871,18.6427,0.487045,6.5219,9.04397,1.01778,0.427419,7.65642,9.10225,1.75346,4.63811,4.25921,0.923665,1.19871,0.514195,0.906829,0.696507,0.603767
nkx2.1,0.237301,0.286445,0.431736,0.294291,1.38645,1773,3,,,,,,,,,,,,,,,,0,0.124528,0.0981545,0.0388237,2.60742,0.433362,0.220772,0.397835,0.219854,0.473889,0,0.0396534,1.25952,2.96309,0.0900843,0.127326,1.37447,3.16966,1.15854,2.8189,3.7278,3.92522,3.1876,3.63321,3.76057,4.07051
nkx2.7,0.383361,0.285137,0.15998,0.803914,1.19698,1169,3,,,,,,,,,,,,,,,,0.31898,0.513771,0.0861971,1.51895,2.8793,0.162452,0.187965,0.144995,1.25784,1.974,0.399751,0.566301,24.2126,4.82064,0,0.169504,18.5676,4.59991,11.2588,10.6547,10.1721,11.0715,13.902,13.7748,2.80576,3.46268
nkx2.9,0.336328,0.190936,0.823525,0.15781,1.05265,1522,3,,,,,,,,,,,,,,,,0,0,0.235753,0,3.99259,0,0,0.113812,0,1.60855,0.0462573,0.268276,4.60545,2.89149,0,0.309703,4.48491,4.22548,4.07159,3.58588,19.7871,13.8877,13.4604,11.5265,0.544343,0.369007
nkx3.2,0.286892,0.227546,0.916403,1.22885,0.353171,1332,4,,,,,,,,,,,,,,,,0.618792,1.70578,1.01641,0.258315,0.178633,0.206214,0.350836,0.738712,0.163802,0.27308,0.260107,0.203095,1.34752,1.20802,0.27306,0.383774,0.343178,3.29201,1.36082,2.11607,2.04833,1.43836,3.43046,3.09964,18.2148,15.8139
nkx6.1,0.2407,0.0965992,0.351587,0.897132,2.20115,2023,3,,,,,,,,,,,,,,,,0.0464665,0.881307,1.09076,1.57211,5.27576,0.0667778,0.0976446,0.618486,1.59779,4.94853,0.447281,2.1904,3.99775,6.39517,0.974365,1.76516,5.47607,6.71458,3.48148,4.77386,10.8873,9.21235,7.6003,8.79672,8.43837,8.36822
nkx6.2,2.46987,1.77529,1.86572,0.419188,5.79139,2282,3,0,0,0,1,5,0,1,2,0,1,3,0,1,1,0,0.755928,12.9065,2.83993,0.229258,10.1313,0.719019,0.47114,0.799318,0,7.29697,0.30077,2.56764,8.13737,10.268,0.0609396,1.4897,7.15275,9.30666,5.92605,8.80417,12.6835,16.0347,7.20655,12.1027,9.43747,10.5321
nle1,16.1821,21.437,24.6225,24.2692,34.8749,2054,0,1,1,0,0,0,0,1,1,0,0,0,0,3,1,3,7.12498,10.4948,11.0846,20.4792,22.4358,8.57562,9.25031,13.3839,20.5949,26.67,8.76434,10.2309,12.5355,5.74752,4.76673,12.5999,11.2856,6.69702,10.0739,8.12126,11.7734,15.1353,11.055,8.23317,7.1207,7.05663
nlgn1,2.0846,1.48382,1.46664,0.402818,0.358381,2544,2,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,3.77688,3.31941,3.2097,0.225097,0.17997,2.89494,2.91961,1.94009,0.38435,0.179951,0.279066,0.145089,0.0808089,0.183159,0.402344,0.0537534,0.136706,0.29378,0.0655462,0.204028,0.0606577,0.129168,0.0570459,0.0333133,1.4459,1.69392
nlgn4a,0.250999,0.221741,0.135277,0.224271,1.20743,2481,3,,,,,,,,,,,,,,,,0.0399605,0.0460531,0,0.0790027,0.859638,1.23829,1.0153,0.755269,0.242303,1.6145,0.024803,0.261144,0.109203,0.362562,0.022082,0.338253,0.0880638,0.354195,0.253278,0.378888,0.860777,0.540815,0.450651,0.538381,4.63355,3.8681
nlgn4b,1.88764,2.25811,2.11113,1.85671,0.497228,2388,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.20281,2.83475,3.8885,1.57992,0.359132,6.7299,5.34914,4.08162,2.12036,0.404134,1.5843,0.56172,0.158169,0.339677,3.00065,0.686717,0.08757,0.511625,0.120881,0.438268,0.485801,0.47644,0.984525,0.517272,1.3097,1.68821
nlk1,18.9034,20.9292,29.9846,49.7791,53.2428,2103,0,1,2,0,1,6,0,3,7,1,3,6,3,3,6,4,31.1439,28.2297,31.9983,58.9712,65.4322,29.3992,29.6172,30.7063,56.7246,63.0368,22.5713,23.6229,24.4489,24.195,23.6638,23.4483,25.4904,16.7844,16.1395,12.7748,25.1447,20.5888,21.0735,19.2344,25.2181,30.1867
nlk2,2.3143,2.54728,2.10205,0.383837,0.685754,1405,5,,,,,,,,,,,,,,,,7.62982,3.04575,2.51566,0,0.379097,0.52332,0.611766,0.318308,0.0519752,0.279399,0.124211,0,1.00108,2.54968,0.0403136,0,0.439928,2.42858,0.566112,1.81718,1.99279,1.43093,1.70629,1.13507,7.12875,6.56659
nmd3,125.444,142.513,115.333,70.7802,86.6133,1918,1,3,1,1,1,2,0,3,1,1,2,0,1,3,1,1,42.5495,52.3618,62.4033,35.4266,57.8412,40.4301,49.6543,65.6077,43.637,67.9179,17.0108,21.9601,30.5084,20.7801,19.1498,21.3592,34.4206,23.815,36.6037,30.511,52.5702,58.0616,41.2308,31.4204,22.1231,22.725
nme2a,0.42742,0.145219,0,1.04972,0.1726,652,4,,,,,,,,,,,,,,,,0,0.156782,0,0,0,0.122281,0.139011,0.256239,0.343522,0.925029,0,0.233932,13.9909,0.689582,0,0,8.42127,2.06088,10.5736,7.411,6.15114,5.9544,2.71161,2.24005,2.00076,1.60172
nme2b.1,1680.05,1803.86,1629.9,1015.54,477.579,621,5,1,4,0,1,6,0,1,5,0,1,4,0,1,2,0,1358.11,1155.56,1280.33,443.867,335.75,1091.68,1092.32,1099.81,350.357,254.692,313.735,227.96,388.828,496.754,377.459,176.227,263.096,358.553,615.999,182.545,1020.95,669.869,1181.65,870.521,1263.15,1007.22
nme2b.2,80.7278,89.9569,70.4515,44.9834,22.0261,813,5,,,,,,,,,,,,,,,,18.9081,20.0412,25.3923,9.98216,8.55669,14.1348,14.5618,30.9511,7.32979,5.87937,7.87639,3.80315,11.3891,45.5554,12.8994,3.66191,6.63249,10.3757,13.096,4.56825,46.6608,37.0012,82.5598,78.7591,1367.43,1329.53
nme3,9.80042,14.4122,14.2873,30.2102,118.453,1036,3,,,,,,,,,,,,,,,,8.84059,10.9169,7.75324,35.7821,109.043,20.3925,18.9584,24.7022,41.1777,80.6625,15.1331,39.7163,58.3178,29.4026,11.7943,26.9947,50.8034,25.9484,59.0817,29.1203,173.922,134.065,257.338,171.162,69.8548,71.5958
nme4,9.16743,8.41279,9.32901,11.1508,7.52137,1251,1,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,11.753,10.1028,12.9871,7.24332,3.57607,11.4781,12.1451,12.1925,9.00799,4.73414,4.41036,4.20052,1.1525,1.76303,4.29584,2.15693,1.07818,1.1834,0.371977,0.548364,1.8204,2.07748,3.37294,2.52583,4.38741,5.87729
nme5,0.649755,0.841264,0.692055,1.59974,1.58304,970,0,,,,,,,,,,,,,,,,0.454842,0.324511,0.935656,1.22058,1.48518,0.181158,0.0700574,0.344707,1.4146,1.0961,0.737893,0.500927,1.12474,2.60562,0.664728,0.673931,0.478933,2.31124,2.26181,2.02695,4.42067,6.7627,6.87954,7.36071,4.29121,3.82619
nme6,26.6925,26.019,27.2807,13.0212,13.873,1159,5,,,,,,,,,,,,,,,,9.04747,10.9359,11.0776,3.52421,4.90497,10.5879,11.8033,12.956,6.18067,7.61852,1.49096,1.75468,1.90444,2.09896,1.25388,2.17648,1.24025,2.29468,1.85192,1.58419,6.13843,4.95823,2.89095,3.96678,2.86364,3.18693
nme7,9.68961,9.02292,9.21512,8.39285,11.0506,1438,1,,,,,,,,,,,,,,,,6.65652,5.74568,7.85608,5.38271,9.3224,7.67533,8.02072,8.88875,4.49674,8.72018,1.93856,4.14645,8.74564,8.49686,2.19663,3.06663,7.11599,10.291,10.7198,10.6165,28.2727,26.0819,18.4699,24.4921,12.6128,11.071
nmnat1,10.3073,13.0348,16.5632,66.0883,153.019,1353,3,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,19.3688,14.9423,21.4393,78.5637,79.6011,10.4511,13.362,14.3748,86.002,141.982,21.1567,71.3915,21.986,2.78127,4.31533,37.4944,35.896,2.29406,7.67544,3.16288,5.67969,5.39239,3.44028,3.94582,12.5575,10.7235
nmrk1,8.53474,11.4103,12.2887,6.13376,8.15569,894,1,,,,,,,,,,,,,,,,5.69639,6.19229,7.36924,5.28627,6.10146,4.62586,4.77659,5.17945,11.1752,10.3229,3.53248,2.50398,2.73247,2.60814,2.64397,2.73794,3.35437,3.31708,2.68408,3.15917,4.26368,4.2012,4.21072,4.64216,3.11237,2.8484
nmt1a,54.1247,53.3635,54.2648,71.5867,75.1927,1995,0,3,2,1,3,3,1,3,1,1,3,3,1,3,2,1,62.3006,60.4946,57.396,80.6982,78.773,56.2735,57.7417,55.6375,74.4072,78.6715,26.2144,23.0026,33.7369,45.6059,22.6597,26.7341,29.6377,52.2149,44.751,57.6348,72.0124,70.7698,64.6814,52.0826,62.1747,64.4314
nmt1b,2.90616,1.83691,1.01561,0.574791,1.12853,1576,2,,,,,,,,,,,,,,,,0.155344,0.46456,0.378472,0,1.98846,0.893622,0.711861,0.347379,0.111939,0.792419,0.0684321,0.576963,2.29073,8.3999,0.0743323,0.151775,2.37682,4.3952,2.41985,1.76562,19.5718,13.6893,38.5181,26.4623,15.518,16.6888
nmt2,53.186,55.3615,59.4406,40.4443,21.0248,3208,5,3,2,1,3,1,1,3,1,2,3,2,1,2,0,1,29.2088,30.0997,35.4394,14.5507,15.1782,26.292,26.5574,44.976,25.1712,21.8201,11.0286,5.81034,11.4489,7.48994,15.1725,6.10013,10.4407,6.76869,10.2073,6.69225,22.368,28.9439,23.0414,23.5618,26.0238,28.0847
nnr,0.441705,0.276463,475.363,1158.29,440.846,611,4,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0.19614,0.504103,500.599,488.257,65.612,0.0979561,0.664898,476.355,1305.12,382.021,335.567,198.125,2.47684,0.118138,282.87,186.906,3.46516,1.03267,0.862538,0.794626,0.0639456,0.23027,0.369871,0.0705896,0.0782925,0.205213
nnt,54.2447,48.8796,55.7517,52.5836,31.7408,4697,1,3,4,1,3,9,1,3,5,2,3,2,1,3,2,1,119.573,110.024,106.634,86.1895,49.8108,103.718,103.71,91.3803,61.6721,40.4905,27.8112,14.8657,26.4086,73.9781,42.8557,20.8922,22.3562,53.4403,32.1648,36.7549,90.4367,82.5863,92.7527,91.9499,196.436,195.992
noa1,9.84308,9.68123,13.5438,20.1853,29.1339,3068,0,1,2,0,1,5,0,3,2,1,1,3,0,3,4,2,0.845486,1.07572,5.82549,12.8548,14.6316,0.860986,0.869878,6.62735,18.6558,21.139,9.91559,7.31571,9.76716,18.623,6.94339,9.60395,9.5784,7.60798,6.42079,17.7583,13.4234,13.8994,14.7661,13.5963,35.3999,37.3116
noc2l,34.1055,41.9523,43.0414,55.5127,62.3493,2900,0,0,0,0,3,2,1,3,2,3,3,2,3,3,4,4,69.1555,65.7138,70.8616,87.0356,104.404,81.5696,82.9946,92.6158,80.6165,81.3124,29.8544,34.904,41.7255,24.4194,42.1101,27.5891,44.8305,35.5772,45.6958,29.03,65.5207,64.8471,55.7637,42.311,18.2332,18.3245
noc3l,21.0172,16.2742,13.0272,52.0024,86.7872,2567,3,0,0,0,1,1,0,0,0,0,2,0,2,3,2,4,11.9972,18.8343,16.2103,58.2034,74.0449,17.6762,18.8918,15.3216,61.4948,71.9224,22.332,28.5468,31.6191,20.13,11.7871,25.4794,24.3674,18.5342,36.1151,25.1118,31.2915,28.909,22.226,16.2574,10.9424,10.716
noc4l,47.4074,47.8266,36.5617,36.7937,68.8917,1680,0,2,0,1,0,0,0,2,0,1,2,0,1,2,0,1,14.4242,19.5784,16.9425,23.5608,35.8975,19.2918,23.1839,20.9065,31.9448,40.8678,5.86262,9.86942,9.66825,8.22536,3.32322,6.91947,6.46524,5.06222,9.42883,6.07403,31.5424,21.5351,17.5044,9.71496,4.02578,4.44927
nog1,0.744924,0.511001,2.35142,11.2607,28.8097,2143,3,0,0,0,0,0,0,1,1,0,1,2,0,3,5,1,0.164317,0.761689,10.2951,11.9136,16.6951,0.0780824,0.0283545,1.81853,11.969,20.5153,5.53858,9.66139,6.32306,2.08298,1.52205,10.3814,4.86909,2.64615,5.24866,2.8064,8.20356,8.86822,11.9363,8.69356,4.14268,4.03616
nog3,0.400052,0.253554,0.115974,0.133034,1.48778,672,3,,,,,,,,,,,,,,,,0,0,0,0.268118,0.893386,0,0.100666,0.141882,0.137004,1.10524,0,1.72174,0,0.972274,0,0.742174,0.283236,0.823534,0.368688,0.959822,1.49715,2.53526,5.40265,4.76279,16.6181,11.2127
nol10,77.1339,83.9244,82.0214,53.554,49.3819,3003,1,3,3,3,3,10,4,3,4,3,3,3,3,3,4,3,33.1844,43.5532,63.158,31.9797,34.0352,30.9763,32.0125,44.5855,37.9742,44.2421,19.5866,15.266,15.3147,11.7427,17.2358,16.036,15.4472,10.1392,11.5671,10.5676,12.449,11.7195,8.37407,4.88012,7.58708,8.55279
nol11,124.387,145.244,147.072,78.661,73.8967,2342,5,3,1,2,3,3,2,3,1,2,2,0,1,3,2,2,82.3556,81.6762,82.1386,42.3312,45.984,85.9449,80.8132,98.7921,56.4398,57.8279,17.9211,19.151,22.3979,17.4164,15.0827,16.3803,17.9022,16.2637,25.8881,14.1146,78.3068,78.8135,69.6085,59.1914,26.1048,27.5655
nol12,175.207,166.89,147.851,109.952,104.73,1467,1,1,2,0,3,1,1,3,3,2,2,0,1,3,1,2,13.7616,29.2335,42.1827,22.4455,12.6181,32.573,43.1587,72.2032,54.2673,37.1214,17.3998,12.0156,7.41785,6.59901,19.3227,12.7143,9.75784,12.7832,7.70393,10.3062,5.11349,6.62617,4.69972,2.55054,2.81411,3.09667
nol6,61.5298,54.5093,48.0982,43.4438,70.5035,3931,1,1,1,0,0,0,0,2,0,1,0,0,0,3,1,2,52.0857,65.7071,47.9082,58.1557,75.7766,58.8636,53.6497,53.406,53.6873,76.7795,14.2726,16.3078,20.1065,15.8879,14.4287,27.5658,26.4873,15.8528,25.6289,18.2492,46.9244,39.2975,26.3843,19.8798,12.6886,12.7399
nol8,83.1422,82.9125,84.603,43.2814,36.2841,3733,5,1,1,0,3,2,2,3,3,4,3,2,2,3,2,5,67.4457,65.9826,69.9942,30.8351,34.4147,66.6564,68.3758,86.3408,33.5564,34.1482,12.5962,11.7491,14.4023,8.89144,17.7625,14.297,13.4216,12.1966,15.2952,16.5038,15.759,15.1825,11.91,10.6006,6.31013,6.34874
nolc1,4.86401,5.62435,6.17246,11.2024,11.6894,3850,0,3,5,3,3,8,2,3,7,3,3,3,3,3,6,4,46.0256,43.2995,56.7145,71.8533,59.7637,59.6662,64.0596,46.4587,50.997,58.1592,15.3623,13.9736,12.6507,19.4166,18.8233,16.4235,17.4968,16.9593,13.696,22.4823,10.7967,9.97393,7.60198,3.86614,5.67518,7.24236
nom1,29.5358,29.3445,30.6811,41.3773,51.1893,1844,0,0,0,0,1,2,0,0,0,0,2,0,1,1,2,0,26.4867,29.9296,33.6295,47.0761,45.3215,18.0238,20.4622,23.15,52.0731,54.7454,20.9068,22.5811,24.6149,12.0367,9.70229,20.762,19.1792,12.186,23.51,12.0149,39.8459,32.1075,24.3723,22.0555,9.3235,8.77057
nono,376.995,382.847,504.761,790.265,891.72,1950,0,3,4,2,3,6,2,3,4,2,3,3,2,3,7,2,375.983,390.533,529.765,863.677,769.07,365.679,355.184,357.717,698.596,749,283.729,369.779,234.524,128.567,265.024,368.375,212.423,130.266,129.284,144.713,132.029,120.717,111.032,86.8941,102.202,110.601
nop10,28.2192,29.4591,34.6035,82.523,117.94,590,3,1,2,0,1,2,0,3,2,1,3,2,1,3,3,1,1.04857,1.47865,5.39662,12.9317,18.2075,0.86266,1.09026,7.61227,23.482,27.4857,12.8813,7.63113,8.73929,6.54237,11.1093,8.212,10.4316,1.27791,3.5424,4.47677,87.2812,103.748,50.1813,40.5837,29.2312,33.7339
nop14,84.1706,58.1533,65.7411,87.6477,103.79,1952,0,1,4,0,1,1,0,3,3,3,3,4,3,3,5,3,3.83428,3.84062,9.49067,15.8019,16.9309,4.02212,4.02627,12.7409,29.902,33.9387,10.2039,6.65577,6.43792,6.1559,7.2988,6.94021,4.87705,1.77855,4.38106,2.59044,4.86647,3.88173,3.4529,2.14135,3.11024,2.73318
nop16,192.968,184.208,144.994,217.702,231.434,818,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,75.742,65.9924,81.7942,108.74,130.834,56.8247,55.3364,66.6728,132.889,140.66,63.3957,65.2325,75.0481,29.7996,33.8924,28.6926,35.0575,38.838,81.293,33.378,86.1604,73.9919,80.017,53.7236,22.2331,20.3065
nop2,9.04226,9.89666,9.67856,85.8085,173.602,2742,3,0,0,0,0,0,0,0,0,0,3,4,3,3,5,3,7.13144,8.82395,8.36589,120.621,166.4,5.87688,6.30868,6.19443,106.205,151.406,32.651,65.292,64.497,28.4441,14.3948,60.9997,67.0543,49.3594,71.403,45.2967,59.0937,60.1445,53.8213,37.9159,13.842,14.0936
nop56,173.43,164.991,310.192,570.875,717.992,2259,4,3,2,2,3,1,1,3,4,3,3,7,3,3,13,3,188.004,210.992,294.274,497.709,592.542,188.337,192.7,288.923,652.153,693.006,256.962,361.446,258.406,112.511,150.221,248.912,207.41,108.342,196.246,96.3715,212.385,226.588,223.642,142.254,78.1458,76.8649
nop58,226.287,202.02,267.665,427.053,429.481,2617,0,3,3,2,3,6,2,3,5,4,3,6,4,3,10,2,148.447,197.677,252.611,428.028,372.714,223.792,234.022,329.835,533.591,421.028,185.565,182.454,156.642,61.5448,171.538,178.515,130.578,66.4054,107.321,69.4265,66.6091,76.92,61.2494,39.2295,31.1805,32.1481
nos1,0.585899,1.91915,1.53356,0.902644,0.669502,4530,5,,,,,,,,,,,,,,,,2.20835,0.497101,0.358437,0.343014,0.21192,0.332211,0.320483,0.295851,0.0615784,0.018425,0.022286,0.0777435,2.5928,37.2583,0.0894378,0.120736,0.638683,24.6644,10.3674,15.9685,28.9925,40.6805,29.1804,46.9741,11.7702,14.7634
nos2b,0.468641,0.444699,0.472509,0.966578,3.58617,3428,3,,,,,,,,,,,,,,,,0.840054,0.165506,0.251034,0.681825,4.84746,0.671107,0.42148,0.261903,1.48122,5.60985,0.228555,1.45913,1.00007,4.35304,0.114095,1.27005,2.12885,3.82764,1.58114,2.89456,9.91011,4.77819,6.80187,7.49667,2.75064,3.60328
nosip,59.9287,72.466,87.4508,94.442,68.5981,1405,1,0,0,0,0,0,0,2,0,1,2,0,1,2,0,1,47.9398,47.0435,65.8209,56.4446,36.4231,50.9453,52.6925,71.4662,58.6471,36.3024,33.9925,18.2206,18.5013,10.6721,25.4232,18.0081,18.4897,10.474,14.9425,10.4721,45.5387,37.515,36.0856,43.2814,26.1929,23.869
nostrin,0.360501,0.299855,0.717656,1.33098,2.34566,2564,3,,,,,,,,,,,,,,,,0.12627,0.1369,0.949263,1.56847,2.15218,0.158174,0.164067,1.82908,2.40279,3.1219,0.383383,0.399862,0.514579,1.11038,0.354665,1.38299,1.45806,1.92085,1.0129,2.55001,0.142259,0.362426,0.188705,0.314238,0.91926,1.05544
notch1a,9.03827,5.95039,5.82472,9.58033,13.2838,7474,0,3,4,2,3,9,1,3,8,4,3,4,8,3,12,7,30.7132,34.9464,33.2651,46.197,36.4221,35.4188,36.8308,25.3841,46.6043,51.4485,16.9439,20.254,16.9425,41.0292,17.7123,23.8233,14.7863,25.4297,9.83118,22.7502,5.06054,3.74497,5.1084,4.31453,10.9454,14.9585
